cod,Clave,Nombre
4348,J860,Pio Tórax con fístula
4349,J869,Pio Tórax sin fístula
4910,L080,Pioderma
5219,L88,Pioderma gangrenoso
6010,N136,Pionefrosis
6822,O864,Pirexia de origen desconocido consecutiva al parto
6776,O752,"Pirexia durante el trabajo de parto, no clasificada en otra parte"
2697,F631,Piromanía
5006,L305,Pitiriasis alba
5020,L411,Pitiriasis liquenoide crónica
5019,L410,Pitiriasis liquenoide y varioliforme aguda
5027,L42,Pitiriasis rosada
5036,L440,Pitiriasis rubra pilaris
611,B360,Pitiriasis versicolor
6651,O44,Placenta previa
6652,O440,Placenta previa con especificación de que no hubo hemorragia
6653,O441,Placenta previa con hemorragia
7738,Q673,Plagiocefalia
9589,T609,"Plaguicida, no especificado"
1384,C902,"Plasmocitoma, extramedular"
8029,R091,Pleuresía
76,A156,"Pleuresía tuberculosa, confirmada bacteriológica e histológicamente"
86,A165,"Pleuresía tuberculosa, sin mención de confirmación bacteriológica o histológica"
9553,T560,Plomo y sus compuestos
5089,L573,Poiquilodermia de Civatte
5252,L945,Poiquilodermia vascular atrófica
5486,M317,Poliangiítis microscópica
5474,M301,Poliarteritis con compromiso pulmonar [Churg-Strauss]
5475,M302,Poliarteritis juvenil
5473,M300,Poliarteritis nudosa
5472,M30,Poliarteritis nudosa y afecciones relacionadas
5329,M083,Poliartritis juvenil (seronegativa)
5360,M130,"Poliartritis, no especificada"
5314,M064,Poliartropatía inflamatoria
5373,M15,Poliartrosis
5380,M159,"Poliartrosis, no especificada"
7171,P611,Policitemia neonatal
1890,D751,Policitemia secundaria
1737,D45,Policitemia vera
5865,M941,Policondritis recidivante
7752,Q69,Polidactilia
7756,Q699,"Polidactilia, no especificada"
8216,R631,Polidipsia
8217,R632,Polifagia
6635,O40,Polihidramnios
5509,M353,Polimialgia reumática
5497,M332,Polimiositis
3093,G621,Polineuropatía alcohólica
3094,G622,Polineuropatía debida a otro agente tóxico
3100,G632,Polineuropatía diabética
3102,G634,Polineuropatía en deficiencia nutricional
3099,G631,Polineuropatía en enfermedad neoplásica
3098,G630,Polineuropatía en enfermedades infecciosas y parasitarias clasificadas en otra parte
3105,G638,Polineuropatía en otras enfermedades clasificadas en otra parte
3101,G633,Polineuropatía en otras enfermedades endocrinas y metabólicas
3104,G636,Polineuropatía en otros trastornos osteomusculares
3103,G635,Polineuropatía en trastornos del tejido conectivo sistémico
3092,G620,Polineuropatía inducida por drogas
3086,G61,Polineuropatía inflamatoria
3090,G619,"Polineuropatía inflamatoria, no especificada"
3096,G629,"Polineuropatía, no especificada"
3097,G63,Polineuropatías en enfermedades clasificadas en otra parte
376,A80,Poliomielitis aguda
381,A804,Poliomielitis aguda no paralítica
379,A802,Poliomielitis aguda paralítica debida a virus salvaje autóctono
378,A801,Poliomielitis aguda paralítica debida a virus salvaje importado
377,A800,"Poliomielitis aguda paralítica, asociada a vacuna"
382,A809,"Poliomielitis aguda, sin otra especificación"
4713,K620,Pólipo anal
4222,J330,Pólipo de la cavidad nasal
6289,N842,Pólipo de la vagina
6290,N843,Pólipo de la vulva
4245,J381,Pólipo de las cuerdas vocales y de la laringe
4729,K635,Pólipo del colon
6288,N841,Pólipo del cuello del útero
6287,N840,Pólipo del cuerpo del útero
4594,K317,Pólipo del estómago y del duodeno
3597,H744,Pólipo del oído medio
6286,N84,Pólipo del tracto genital femenino
6292,N849,"Pólipo del tracto genital femenino, no especificado"
4221,J33,Pólipo nasal
4225,J339,"Pólipo nasal, no especificado"
4714,K621,Pólipo rectal
7240,P836,Pólipo umbilical del recién nacido
6291,N848,Pólipos de otras partes del tracto genital femenino
7762,Q704,Polisindactilia
5147,L683,Politriquia
8111,R35,Poliuria
12820,Y073,Por autoridades oficiales
12813,Y062,Por conocido o amigo
12819,Y072,Por conocido o amigo
12811,Y060,Por esposo o pareja
12817,Y070,Por esposo o pareja
12814,Y068,Por otra persona especificada
12821,Y078,Por otra persona especificada
12812,Y061,Por padre o madre
12818,Y071,Por padre o madre
12815,Y069,Por persona no especificada
12822,Y079,Por persona no especificada
2308,E801,Porfiria cutánea tardía
2307,E800,Porfiria eritropoyética hereditaria
13654,Z229,Portador de  agente de enfermedad infecciosa no especificada
13645,Z22,Portador de agente de enfermedad infecciosa
13650,Z224,Portador de agentes de enfermedades infecciosas con un modo de transmisión predominantemente sexual
13651,Z225,Portador de agentes de hepatitis viral
13649,Z223,Portador de agentes de otras enfermedades bacterianas especificadas
13653,Z228,Portador de agentes de otras enfermedades infecciosas
13647,Z221,Portador de agentes de otras enfermedades infecciosas intestinales
13648,Z222,Portador del agente de la difteria
13646,Z220,Portador del agente de la fiebre tifoidea
13652,Z226,Portador del virus humano T-linfotrópico tipo 1 [VHTL-1]
8099,R293,Postura anormal
2607,F421,Predominio de actos compulsivos [rituales obsesivos]
2606,F420,Predominio de pensamientos o rumiaciones obsesivas
6496,O140,Preeclampsia moderada
6497,O141,Preeclampsia severa
6498,O149,"Preeclampsia, no especificada"
8157,R466,Preocupación indebida por sucesos que causan tensión
6155,N47,"Prepucio redundante, fimosis y parafimosis"
3637,H911,Presbiacusia
3489,H524,Presbicia
13518,Y909,"Presencia de alcohol en la sangre, nivel no especificado"
14206,Z955,"Presencia de angioplastia, injertos y prótesis coronarias"
14224,Z973,Presencia de anteojos y lentes de contacto
14225,Z974,Presencia de audífono eterno
14202,Z951,Presencia de derivación aortocoronaria
14226,Z975,Presencia de dispositivo anticonceptivo (intrauterino)
14231,Z982,Presencia de dispositivo para drenaje de líquido cefalorraquídeo
14223,Z972,Presencia de dispositivo protésico dental (completo) (parcial)
14216,Z966,Presencia de implante ortopédico articular
14210,Z960,Presencia de implante urogenital
14215,Z965,Presencia de implantes de raíz de diente y de mandíbula
14200,Z95,Presencia de implantes e injertos cardiovasculares
14214,Z964,Presencia de implantes endocrinos
14219,Z969,Presencia de implantes funcionales no especificados
14212,Z962,Presencia de implantes óticos y auditivos
14208,Z959,Presencia de injertos e implantes cardiovasculares no especificados
14213,Z963,Presencia de laringe artificial
14211,Z961,Presencia de lentes intraoculares
14201,Z950,Presencia de marcapaso cardíaco
14222,Z971,Presencia de miembro artificial (completo) (parcial)
14221,Z970,Presencia de ojo artificial
14220,Z97,Presencia de otros dispositivos
14227,Z978,Presencia de otros dispositivos especificados
14217,Z967,Presencia de otros implantes de tendones y huesos
14209,Z96,Presencia de otros implantes funcionales
14218,Z968,Presencia de otros implantes funcionales especificados
14207,Z958,Presencia de otros injertos y prótesis cardiovasculares
14205,Z954,Presencia de otros reemplazos de válvula cardíaca
14204,Z953,Presencia de válvula cardíaca enogénica
14203,Z952,Presencia de válvula cardíaca protésica
6160,N483,Priapismo
12260,X54,Privación de agua
12267,X546,"Privación de agua, área industrial y de la construcción"
12264,X543,"Privación de agua, áreas de deporte y atletismo"
12265,X544,"Privación de agua, calles y carreteras"
12266,X545,"Privación de agua, comercio y área de servicios"
12263,X542,"Privación de agua, escuelas, otras instituciones y áreas administrativas  públicas"
12268,X547,"Privación de agua, granja"
12262,X541,"Privación de agua, institución residencial"
12270,X549,"Privación de agua, lugar no especificado"
12269,X548,"Privación de agua, otro lugar especificado"
12261,X540,"Privación de agua, vivienda"
12249,X53,Privación de alimentos
12256,X536,"Privación de alimentos, área industrial y de la construcción"
12253,X533,"Privación de alimentos, áreas de deporte y atletismo"
12254,X534,"Privación de alimentos, calles y carreteras"
12255,X535,"Privación de alimentos, comercio y área de servicios"
12252,X532,"Privación de alimentos, escuelas, otras instituciones y áreas administrativas  públicas"
12257,X537,"Privación de alimentos, granja"
12251,X531,"Privación de alimentos, institución residencial"
12259,X539,"Privación de alimentos, lugar no especificado"
12258,X538,"Privación de alimentos, otro lugar especificado"
12250,X530,"Privación de alimentos, vivienda"
12271,X57,Privación no especificada
12278,X576,"Privación no especificada, área industrial y de la construcción"
12275,X573,"Privación no especificada, áreas de deporte y atletismo"
12276,X574,"Privación no especificada, calles y carreteras"
12277,X575,"Privación no especificada, comercio y área de servicios"
12274,X572,"Privación no especificada, escuelas, otras instituciones y áreas administrativas públicas"
12279,X577,"Privación no especificada, granja"
12273,X571,"Privación no especificada, institución residencial"
12281,X579,"Privación no especificada, lugar no especificado"
12280,X578,"Privación no especificada, otro lugar especificado"
12272,X570,"Privación no especificada, vivienda"
7262,P929,Problema no especificado de la alimentación del recién nacido
14036,Z749,Problema no especificado relacionado con dependencia del prestador de servicios
13924,Z589,Problema no especificado relacionado con el ambiente físico
13944,Z609,Problema no especificado relacionado con el ambiente social
14019,Z729,Problema no especificado relacionado con el estilo de vida
13976,Z639,Problema no especificado relacionado con el grupo primario de apoyo
13965,Z629,Problema no especificado relacionado con la crianza del niño
13893,Z559,Problema no especificado relacionado con la educación y la alfabetización
14045,Z759,Problema no especificado relacionado con servicios médicos y de salud
13928,Z592,Problemas caseros y con vecinos e inquilinos
7254,P92,Problemas de la ingestión de alimentos del recién nacido
13968,Z631,Problemas en la relación con los padres y los familiares políticos
13967,Z630,Problemas en la relación entre esposos o pareja
14029,Z739,Problemas no especificados relacionados con dificultades con el modo de vida
13935,Z599,Problemas no especificados relacionados con la vivienda y las circunstancias económicas
13952,Z616,Problemas relacionados con abuso físico del niño
13948,Z612,Problemas relacionados con alteración en el patrón de la relación familiar en la infancia
13897,Z562,Problemas relacionados con amenaza de pérdida del empleo
14041,Z753,Problemas relacionados con atención de salud no disponible o inaccesible
13932,Z596,Problemas relacionados con bajos ingresos
13977,Z64,Problemas relacionados con ciertas circunstancias psicosociales
13991,Z659,Problemas relacionados con circunstancias psicosociales no especificadas
13984,Z650,Problemas relacionados con culpabilidad en procedimientos civiles o criminales sin prisión
14030,Z74,Problemas relacionados con dependencia del prestador de servicios
13899,Z564,Problemas relacionados con desavenencias con el jefe y los compañeros de trabajo
14020,Z73,Problemas relacionados con dificultades con el modo de vida
13961,Z624,Problemas relacionados con el abandono emocional del niño
13951,Z615,Problemas relacionados con el abuso sexual del niño por persona ajena al grupo de apoyo primario
13950,Z614,Problemas relacionados con el abuso sexual del niño por persona dentro del grupo de apoyo primario
13937,Z600,Problemas relacionados con el ajuste a las transiciones del ciclo vital
13947,Z611,Problemas relacionados con el alejamiento del hogar en la infancia
13914,Z58,Problemas relacionados con el ambiente físico
13936,Z60,Problemas relacionados con el ambiente social
13887,Z550,Problemas relacionados con el analfabetismo o bajo nivel de instrucción
13969,Z632,Problemas relacionados con el apoyo familiar inadecuado
13890,Z553,Problemas relacionados con el bajo rendimiento escolar
13896,Z561,Problemas relacionados con el cambio de empleo
14026,Z735,"Problemas relacionados con el conflicto del rol social, no clasificados en otra parte"
13982,Z644,Problemas relacionados con el desacuerdo con consejeros
13895,Z560,"Problemas relacionados con el desempleo, no especificados"
13894,Z56,Problemas relacionados con el empleo y el desempleo
14010,Z72,Problemas relacionados con el estilo de vida
14024,Z733,"Problemas relacionados con el estrés, no clasificados en otra parte"
14017,Z726,Problemas relacionados con el juego y las apuestas
13900,Z565,Problemas relacionados con el trabajo incompatible
14013,Z722,Problemas relacionados con el uso de drogas
14012,Z721,Problemas relacionados con el uso del alcohol
14011,Z720,Problemas relacionados con el uso del tabaco
13978,Z640,Problemas relacionados con embarazo no deseado
13949,Z613,Problemas relacionados con eventos que llevaron a la pérdida de la autoestima en la infancia
13941,Z604,Problemas relacionados con exclusión y rechazo social
13955,Z619,Problemas relacionados con experiencia negativa no especificada en la infancia
13953,Z617,Problemas relacionados con experiencias personales atemorizantes en la infancia
14037,Z75,Problemas relacionados con facilidades de atención médica u otros servicios de salud
14014,Z723,Problemas relacionados con falta de ejercicio físico
13973,Z636,"Problemas relacionados con familiar dependiente, necesitado de cuidado en la casa"
14025,Z734,"Problemas relacionados con habilidades sociales inadecuadas, no clasificados en otra parte"
13945,Z61,Problemas relacionados con hechos negativos en la niñez
13898,Z563,Problemas relacionados con horario estresante de trabajo
13960,Z623,Problemas relacionados con hostilidad y reprobación al niño
14022,Z731,Problemas relacionados con la acentuación de rasgos de la personalidad
13940,Z603,Problemas relacionados con la adaptación cultural
14043,Z755,Problemas relacionados con la atención durante vacaciones de la familia
13970,Z633,Problemas relacionados con la ausencia de un miembro de la familia
14016,Z725,Problemas relacionados con la conducta sexual de alto riesgo
13959,Z622,Problemas relacionados con la crianza en institución
13971,Z634,Problemas relacionados con la desaparición o muerte de un miembro de la familia
14015,Z724,Problemas relacionados con la dieta y hábitos alimentarios inapropiados
13942,Z605,Problemas relacionados con la discriminación y persecución percibidas
13888,Z551,Problemas relacionados con la educación no disponible o inaccesible
13886,Z55,Problemas relacionados con la educación y la alfabetización
14021,Z730,Problemas relacionados con la enfermedad consuntiva
13989,Z655,"Problemas relacionados con la Exposición a desastre, guerra u otras hostilidades"
13889,Z552,Problemas relacionados con la falla en los exámenes
13930,Z594,Problemas relacionados con la falta de alimentos adecuados
14023,Z732,Problemas relacionados con la falta de relajación y descanso
13926,Z590,Problemas relacionados con la falta de vivienda
13891,Z554,Problemas relacionados con la inadaptación educacional y desavenencias con maestros y compañeros
13986,Z652,Problemas relacionados con la liberación de la prisión
14027,Z736,Problemas relacionados con la limitación de las actividades debido a discapacidad
13979,Z641,Problemas relacionados con la multiparidad
14033,Z742,Problemas relacionados con la necesidad de asistencia domiciliaria y que ningún otro miembro del hogar puede proporcionar
14032,Z741,Problemas relacionados con la necesidad de ayuda para el cuidado personal
14034,Z743,Problemas relacionados con la necesidad de supervisión continua
13946,Z610,Problemas relacionados con la pérdida de relación afectiva en la infancia
13972,Z635,Problemas relacionados con la ruptura familiar por separación o divorcio
13958,Z621,Problemas relacionados con la sobreprotección de los padres
13980,Z642,"Problemas relacionados con la solicitud o aceptación de intervenciones físicas, nutricionales y químicas, conociendo su riesgo y peligro"
13981,Z643,"Problemas relacionados con la solicitud o aceptación de intervenciones psicológicas o de la conducta, conociendo su riesgo y peligro"
13957,Z620,Problemas relacionados con la supervisión o el control inadecuados de los padres
13925,Z59,Problemas relacionados con la vivienda y las circunstancias económicas
14031,Z740,Problemas relacionados con movilidad reducida
13987,Z653,Problemas relacionados con otras circunstancias legales
13983,Z65,Problemas relacionados con otras circunstancias psicosociales
13954,Z618,Problemas relacionados con otras experiencias negativas en la infancia
13974,Z637,Problemas relacionados con otros hechos estresantes que afectan a la familia y al hogar
14042,Z754,Problemas relacionados con otros servicios asistenciales no disponibles o inaccesibles
14040,Z752,Problemas relacionados con persona en otro período de espera para investigación y tratamiento
14039,Z751,Problemas relacionados con persona esperando admisión en una institución apropiada en otro lugar
13929,Z593,Problemas relacionados con persona que reside en una institución
13939,Z602,Problemas relacionados con persona que vive sola
13931,Z595,Problemas relacionados con pobreza extrema
13963,Z626,Problemas relacionados con presiones inapropiadas de los padres y otras anormalidades en la calidad de la crianza
13985,Z651,Problemas relacionados con prisión y otro encarcelamiento
13933,Z597,Problemas relacionados con seguridad social y sostenimiento insuficientes para el bienestar
14038,Z750,Problemas relacionados con servicio médico no disponible en el domicilio
13938,Z601,Problemas relacionados con situación familiar atípica
13988,Z654,Problemas relacionados con víctima de crimen o terrorismo
13927,Z591,Problemas relacionados con vivienda inadecuada
13490,Y849,Procedimiento médico no especificado
13782,Z419,Procedimiento no especificado para otros propósitos que no sean los de mejorar el estado de salud
13872,Z530,Procedimiento no realizado por contraindicación
13874,Z532,"Procedimiento no realizado por decisión del paciente, por otras razones y las no especificadas"
13873,Z531,"Procedimiento no realizado por decisión del paciente, por razones de creencia o presión de grupo"
13875,Z538,Procedimiento no realizado por otras razones
13876,Z539,Procedimiento no realizado por razón no especificada
13479,Y839,Procedimiento quirúrgico no especificado
13483,Y842,Procedimiento radiológico y radioterapia
13776,Z41,Procedimientos para otros propósitos que no sean los de mejorar el estado de salud
4652,K512,Proctitis (crónica) ulcerativa
4720,K627,Proctitis por radiación
4655,K515,Proctocolitis mucosa
2726,F681,"Producción intencional o simulación de síntomas o de incapacidades, tanto físicas como psicológicas [trastorno facticio]"
6415,O029,"Producto anormal de la concepción, no especificado"
13748,Z37,Producto del parto
13757,Z379,Producto del parto no especificado
13761,Z382,"Producto único, lugar de nacimiento no especificado"
13759,Z380,"Producto único, nacido en hospital"
13760,Z381,"Producto único, nacido fuera de hospital"
9528,T520,Productos del petróleo
3796,I341,Prolapso (de la válvula) mitral
6396,N993,Prolapso de la cúpula vaginal después de histerectomía
6116,N363,Prolapso de la mucosa uretral
3425,H430,Prolapso del vítreo
6256,N81,Prolapso genital femenino
6265,N819,"Prolapso genital femenino, no especificado"
6260,N813,Prolapso uterovaginal completo
6259,N812,Prolapso uterovaginal incompleto
6261,N814,"Prolapso uterovaginal, sin otra especificación"
6280,N834,Prolapso y hernia del ovario y de la trompa de Falopio
6686,O630,Prolongación del primer período (del trabajo de parto)
6687,O631,Prolongación del segundo período (del trabajo de parto)
4068,I846,"Prominencias cutáneas, residuo de hemorroides"
9523,T512,Propanol-2
6132,N410,Prostatitis aguda
6133,N411,Prostatitis crónica
6135,N413,Prostatocistitis
5966,N06,Proteinuria aislada con lesión morfológica especificada
5973,N066,"Proteinuria aislada con lesión morfológica especificada,  enfermedad por depósitos densos"
5971,N064,"Proteinuria aislada con lesión morfológica especificada,  glomerulonefritis proliferativa endocapilar difusa"
5970,N063,"Proteinuria aislada con lesión morfológica especificada,  glomerulonefritis proliferativa mesangial difusa"
5967,N060,"Proteinuria aislada con lesión morfológica especificada, anomalía glomerular mínima"
5974,N067,"Proteinuria aislada con lesión morfológica especificada, glomerulonefritis difusa en media luna"
5969,N062,"Proteinuria aislada con lesión morfológica especificada, glomerulonefritis membranosa difusa"
5972,N065,"Proteinuria aislada con lesión morfológica especificada, glomerulonefritis mesangiocapilar difusa"
5968,N061,"Proteinuria aislada con lesión morfológica especificada, lesiones glomerulares focales y segmentarias"
5976,N069,"Proteinuria aislada con lesión morfológica especificada, no especificada"
5975,N068,"Proteinuria aislada con lesión morfológica especificada, otras"
6492,O121,Proteinuria gestacional
6125,N392,"Proteinuria ortostática, no especificada"
6124,N391,"Proteinuria persistente, no especificada"
895,B964,Proteus (mirabilis) (morganii) como causa de enfermedades clasificadas en otros capítulos
5458,M247,Protrusión de acetábulo
13571,Z040,Prueba de alcohol o drogas en la sangre
13817,Z460,Prueba y ajuste de anteojos y lentes de contacto
13818,Z461,Prueba y ajuste de audífonos
13803,Z440,Prueba y ajuste de brazo artificial (completo) (parcial)
13826,Z469,Prueba y ajuste de dispositivo no especificado
13821,Z464,Prueba y ajuste de dispositivo ortodóncico
13824,Z467,Prueba y ajuste de dispositivo ortopédico
13808,Z449,Prueba y ajuste de dispositivo protésico eterno no especificado
13823,Z466,Prueba y ajuste de dispositivo urinario
13802,Z44,Prueba y ajuste de dispositivos protésicos eternos
13822,Z465,Prueba y ajuste de ileostomía u otro dispositivo intestinal
13805,Z442,Prueba y ajuste de ojo artificial
13816,Z46,Prueba y ajuste de otros dispositivos
13825,Z468,Prueba y ajuste de otros dispositivos especificados
13807,Z448,Prueba y ajuste de otros dispositivos protésicos eternos
13819,Z462,Prueba y ajuste de otros dispositivos relacionados con el sistema nervioso y los sentidos especiales
13804,Z441,Prueba y ajuste de pierna artificial (completa) (parcial)
13820,Z463,Prueba y ajuste de prótesis dental
13806,Z443,Prueba y ajuste de prótesis mamaria externa
13544,Z015,Pruebas de sensibilización y diagnóstico cutáneo
4942,L200,Prurigo de Besnier
4991,L281,Prurigo nodular
4993,L29,Prurito
4994,L290,Prurito anal
4997,L293,"Prurito anogenital, no especificado"
4995,L291,Prurito escrotal
4996,L292,Prurito vulvar
4999,L299,"Prurito, no especificado"
5843,M913,Pseudocoxalgia
2068,E201,Pseudohipoparatiroidismo
896,B965,Pseudomonas (aeruginosa) (mallei) (pseudomallei) como causa de enfermedades clasificadas en otros capítulos
9442,T436,Psicoestimulantes con abuso potencial
2549,F29,"Psicosis de origen no orgánico, no especificada"
13844,Z504,"Psicoterapia, no clasificada en otra parte"
5009,L40,Psoriasis
5014,L404,Psoriasis guttata
5011,L401,Psoriasis pustulosa generalizada
5010,L400,Psoriasis vulgar
5017,L409,"Psoriasis, no especificada"
3276,H110,Pterigión
7489,Q310,Pterigión de la laringe
7392,Q183,Pterigión del cuello
7557,Q394,Pterigión del esófago
2131,E301,Pubertad precoz
2130,E300,Pubertad retardada
4310,J676,Pulmón del descortezador del arce
4304,J670,Pulmón del granjero
4309,J675,Pulmón del manipulador de hongos
4308,J674,Pulmón del manipulador de malta
4306,J672,Pulmón del ornitófilo
4427,K040,Pulpitis
9703,T812,"Punción o laceración accidental durante un procedimiento, no clasificadas en otra parte"
1859,D690,Púrpura alérgica
5013,L403,Pustulosis palmar y plantar
9269,T262,Quemadura con ruptura y destrucción resultantes del globo ocular
9287,T280,Quemadura de la boca y de la faringe
9214,T201,"Quemadura de la cabeza y del cuello, de primer grado"
9215,T202,"Quemadura de la cabeza y del cuello, de segundo grado"
9216,T203,"Quemadura de la cabeza y del cuello, de tercer grado"
9213,T200,"Quemadura de la cabeza y del cuello, grado no especificado"
9250,T241,"Quemadura de la cadera y miembro inferior, de primer grado, excepto tobillo y pie"
9251,T242,"Quemadura de la cadera y miembro inferior, de segundo grado , excepto tobillo y pie"
9252,T243,"Quemadura de la cadera y miembro inferior, de tercer grado, excepto tobillo y pie"
9249,T240,"Quemadura de la cadera y miembro inferior, grado no especificado, excepto tobillo y pie"
9268,T261,Quemadura de la córnea y saco conjuntival
9278,T270,Quemadura de la laringe y de la tráquea
9241,T231,"Quemadura de la muñeca y de la mano, de primer grado"
9242,T232,"Quemadura de la muñeca y de la mano, de segundo grado"
9243,T233,"Quemadura de la muñeca y de la mano, de tercer grado"
9240,T230,"Quemadura de la muñeca y de la mano, grado no especificado"
9281,T273,"Quemadura de las vías respiratorias, parte no especificada"
9290,T283,Quemadura de órganos genitourinarios internos
9280,T272,Quemadura de otras partes de las vías respiratorias
9270,T263,Quemadura de otras partes del ojo y sus anexos
9289,T282,Quemadura de otras partes del tubo digestivo
9291,T284,Quemadura de otros órganos internos y de los no especificados
9308,T301,"Quemadura de primer grado, región del cuerpo no especificada"
9307,T300,Quemadura de región del cuerpo y grado no especificados
9309,T302,"Quemadura de segundo grado, región del cuerpo no especificada"
9310,T303,"Quemadura de tercer grado, región del cuerpo no especificada"
9288,T281,Quemadura del esófago
9232,T221,"Quemadura del hombro y miembro superior, de primer grado, excepto de la muñeca y de la mano"
9233,T222,"Quemadura del hombro y miembro superior, de segundo grado, excepto de la muñeca y de la mano"
9234,T223,"Quemadura del hombro y miembro superior, de tercer grado, excepto de la muñeca y de la mano"
9231,T220,"Quemadura del hombro y miembro superior, grado no especificado, excepto de la muñeca y de la mano"
9271,T264,"Quemadura del ojo y anexos, parte no especificada"
9267,T260,Quemadura del párpado y área periocular
9259,T251,"Quemadura del tobillo y del pie, de primer grado"
9260,T252,"Quemadura del tobillo y del pie, de segundo grado"
9261,T253,"Quemadura del tobillo y del pie, de tercer grado"
9258,T250,"Quemadura del tobillo y del pie, grado no especificado"
9223,T211,"Quemadura del tronco, de primer grado"
9224,T212,"Quemadura del tronco, de segundo grado"
9225,T213,"Quemadura del tronco, de tercer grado"
9222,T210,"Quemadura del tronco, grado no especificado"
9279,T271,Quemadura que afecta la laringe y la tráquea con el pulmón
5071,L55,Quemadura solar
5072,L550,Quemadura solar de primer grado
5073,L551,Quemadura solar de segundo grado
5074,L552,Quemadura solar de tercer grado
5076,L559,"Quemadura solar, no especificada"
9212,T20,Quemadura y corrosión de la cabeza y del cuello
9248,T24,"Quemadura y corrosión de la cadera y miembro inferior, excepto tobillo y pie"
9239,T23,Quemadura y corrosión de la muñeca y de la mano
9277,T27,Quemadura y corrosión de las vías respiratorias
9286,T28,Quemadura y corrosión de otros órganos internos
9230,T22,"Quemadura y corrosión del hombro y miembro superior, excepto de la muñeca y de la mano"
9257,T25,Quemadura y corrosión del tobillo y del pie
9221,T21,Quemadura y corrosión del tronco
9266,T26,Quemadura y corrosión limitada al ojo y sus anexos
9306,T30,"Quemadura y corrosión, región del cuerpo no especificada"
9315,T31,Quemaduras clasificadas según la extensión de la superficie del cuerpo afectada
9298,T290,"Quemaduras de múltiples regiones, grado no especificado"
9299,T291,"Quemaduras de múltiples regiones, mencionadas como de no más de primer grado"
9300,T292,"Quemaduras de múltiples regiones, mencionadas como de no más de segundo grado"
9301,T293,"Quemaduras múltiples, con mención al menos de una Quemadura de tercer grado"
9317,T311,Quemaduras que afectan del 10 al 19% de la superficie del cuerpo
9318,T312,Quemaduras que afectan del 20 al 29% de la superficie del cuerpo
9319,T313,Quemaduras que afectan del 30 al 39% de la superficie del cuerpo
9320,T314,Quemaduras que afectan del 40 al 49% de la superficie del cuerpo
9321,T315,Quemaduras que afectan del 50 al 59% de la superficie del cuerpo
9322,T316,Quemaduras que afectan del 60 al 69% de la superficie del cuerpo
9323,T317,Quemaduras que afectan del 70 al 79% de la superficie del cuerpo
9324,T318,Quemaduras que afectan del 80 al 89% de la superficie del cuerpo
9325,T319,Quemaduras que afectan el 90% o más de la superficie del cuerpo
9316,T310,Quemaduras que afectan menos del 10% de la superficie del cuerpo
9297,T29,Quemaduras y corrosiones de múltiples regiones del cuerpo
3294,H16,Queratitis
3298,H163,Queratitis intersticial y profunda
3301,H169,Queratitis no especificada
3321,H192,"Queratitis y queratoconjuntivitis en enfermedades infecciosas y parasitarias, clasificadas en otra parte"
3322,H193,Queratitis y queratoconjuntivitis en otras enfermedades clasificadas en otra parte
3320,H191,Queratitis y queratoconjuntivitis por herpes simple
3297,H162,Queratoconjuntivitis
579,B300,Queratoconjuntivitis debida a adenovirus
3314,H186,Queratocono
5212,L86,Queratoderma en enfermedades clasificadas en otra parte
9503,T494,"Queratolíticos, queratoplásticos, drogas y otras preparaciones para el tratamiento del cabello"
3523,H590,Queratopatía (bullosa afáquica) consecutivo a cirugía de catarata
3309,H181,Queratopatía vesicular
5207,L851,Queratosis [queratodermia] palmar y plantar adquirida
5086,L570,Queratosis actínica
4924,L110,Queratosis folicular adquirida
5214,L870,Queratosis folicular y parafolicular penetrante del cutis [Kyrle]
5208,L852,Queratosis punctata (palmar y plantar)
5202,L82,Queratosis seborreica
4361,J940,QuiloTorax
8273,R820,Quiluria
7986,Q990,"Quimera 46, /46, Y"
4832,K835,Quiste biliar
3181,G930,Quiste cerebral
7515,Q341,Quiste congénito del mediastino
7605,Q452,Quiste congénito del páncreas
6229,N750,Quiste de la glándula de Bartholin
4473,K099,"Quiste de la región bucal, sin otra especificación"
6337,N907,Quiste de la vulva
6070,N281,"Quiste de riñón, adquirido"
1880,D734,Quiste del bazo
7598,Q444,Quiste del colédoco
6277,N831,Quiste del cuerpo amarillo
3334,H213,"Quiste del iris, del cuerpo ciliar y de la cámara anterior"
4846,K862,Quiste del páncreas
7614,Q504,Quiste embrionario de la trompa de Falopio
7624,Q516,Quiste embrionario del cuello uterino
7615,Q505,Quiste embrionario del ligamento ancho
7611,Q501,Quiste en desarrollo del ovario
5165,L720,Quiste epidérmico
5164,L72,Quiste folicular de la piel y del tejido subcutáneo
5169,L729,"Quiste folicular de la piel y del tejido subcutáneo, sin otra especificación"
6276,N830,Quiste folicular del ovario
5794,M855,Quiste óseo aneurismático
5793,M854,Quiste óseo solitario
4906,L05,Quiste pilonidal
4907,L050,Quiste pilonidal con absceso
4908,L059,Quiste pilonidal sin absceso
7504,Q330,Quiste pulmonar congénito
4435,K048,Quiste radicular
7677,Q610,Quiste renal solitario congénito
5688,M712,Quiste sinovial del hueco poplíteo [de Baker]
6183,N600,Quiste solitario de la mama
5166,L721,Quiste tricodérmico
4228,J341,Quiste y mucocele de la nariz y del seno paranasal
7303,Q046,Quistes cerebrales congénitos
4470,K091,Quistes de las fisuras (no odontogénicos)
4469,K090,Quistes originados por el desarrollo de los dientes
